auction_id,experiment,date,hour,device_make,platform_os,browser,response
a68ca6c8-bf39-4e9a-aa79-74613a3d43a8,control,<built-in method date of Timestamp object at 0x7fc33924fe58>,18,Apple,101,6,1
e72e8d7e-032e-44e1-814b-6a6d468483b8,control,<built-in method date of Timestamp object at 0x7fc33924d0c0>,6,Google,101,6,1
06fa503d-2983-42de-a5fa-718344f5fdf1,control,<built-in method date of Timestamp object at 0x7fc33924d5e8>,2,Motorola,162,6,1
d78264e4-07dc-43da-badf-76cd216702c3,control,<built-in method date of Timestamp object at 0x7fc33924b2a0>,2,Samsung,162,6,1
c2dcddee-39b6-4cdf-896f-daa3c2e06336,control,<built-in method date of Timestamp object at 0x7fc33924bcf0>,14,Apple,101,7,1
ff0291a1-24d0-4553-91b9-d8beb2daa6d4,control,<built-in method date of Timestamp object at 0x7fc33924a048>,22,Samsung,156,6,1
86932782-2c8d-40ca-9c1f-c6c82fff03d4,control,<built-in method date of Timestamp object at 0x7fc33924ab10>,11,Apple,101,7,1
66d45df9-74ee-4017-b1cf-4690b817576d,control,<built-in method date of Timestamp object at 0x7fc339245cf0>,4,LG,162,15,1
540b03f7-be9c-4dec-81d4-f6d7a66d1731,control,<built-in method date of Timestamp object at 0x7fc344f665e8>,8,Apple,101,7,1
4f31d1aa-a2e4-4d13-8f1b-496bd876a49e,control,<built-in method date of Timestamp object at 0x7fc344f69570>,22,Apple,101,7,1
b4d44885-0b29-446e-bac0-894feabcad42,control,<built-in method date of Timestamp object at 0x7fc344f6a8b8>,6,Apple,101,15,1
225d8d6d-5720-4906-a6c8-2a5972095673,control,<built-in method date of Timestamp object at 0x7fc344f6c318>,0,Apple,101,15,1
f969c269-e711-4c68-bee4-28521ceaa51b,control,<built-in method date of Timestamp object at 0x7fc344f6e048>,13,Samsung,101,6,1
70893040-44f7-48f5-9f48-63a4bffb9795,control,<built-in method date of Timestamp object at 0x7fc344f70750>,2,Apple,175,7,1
01abebda-9076-43bf-b0b5-43375aee6144,control,<built-in method date of Timestamp object at 0x7fc344f71a98>,23,Samsung,156,6,1
73bf60db-533a-4e57-9a39-9a0eb039fa68,control,<built-in method date of Timestamp object at 0x7fc344f72750>,3,Apple,174,15,1
b98952b3-18b9-4663-ac25-6c16551e0eaa,control,<built-in method date of Timestamp object at 0x7fc344f75ed0>,12,Apple,101,15,1
12589e80-83fb-4876-956c-ebbf1c8567f7,control,<built-in method date of Timestamp object at 0x7fc344f775e8>,19,Samsung,156,6,1
5a77e3fb-c595-44a1-b4ce-b9258505e2ce,control,<built-in method date of Timestamp object at 0x7fc344f77a98>,3,Apple,101,7,1
d51c5a24-f674-4565-9ac4-72e1405973a3,control,<built-in method date of Timestamp object at 0x7fc344f7fc78>,4,Apple,101,7,1
ea2b80c3-08fe-41d5-983a-1754e44710d7,control,<built-in method date of Timestamp object at 0x7fc344f82570>,4,Samsung,101,15,1
9f104589-394e-4eaf-a8a0-47c12d7bea72,control,<built-in method date of Timestamp object at 0x7fc344f827c8>,10,Apple,101,7,1
0b8a8171-e336-49b8-9f18-f8d32dee6f7b,control,<built-in method date of Timestamp object at 0x7fc344f82d68>,0,Apple,101,7,1
c9e6556c-bc8c-4d22-a5b9-5c7d9cb4f675,control,<built-in method date of Timestamp object at 0x7fc344f83570>,8,Apple,101,6,1
cf737996-924a-4ef0-a0d6-b64011bb33b6,control,<built-in method date of Timestamp object at 0x7fc344f84ed0>,2,Apple,101,6,1
ab1eda8a-7cfe-47e9-bf9f-db8f1f1762df,control,<built-in method date of Timestamp object at 0x7fc344f85048>,21,Samsung,101,6,1
e2dfd93a-f84a-4ce9-996b-d24af6b89d43,control,<built-in method date of Timestamp object at 0x7fc344f87660>,13,Samsung,162,6,1
1fbaaf70-01d9-4ea1-aadb-13676166a885,control,<built-in method date of Timestamp object at 0x7fc344f8b9a8>,5,Samsung,101,6,1
0130c0fa-2af6-4aac-9688-de9bced20b9f,control,<built-in method date of Timestamp object at 0x7fc344f8bed0>,11,Apple,101,6,1
e3155bf7-3e19-452e-a8be-382096edd74a,control,<built-in method date of Timestamp object at 0x7fc344f8cc00>,22,Apple,178,15,1
b0d160f8-264c-466a-85d8-767b1cbc6282,control,<built-in method date of Timestamp object at 0x7fc344f8fc00>,19,Samsung,162,6,1
114964de-a8ff-411e-95e6-983a57c04f6d,control,<built-in method date of Timestamp object at 0x7fc344f8fde0>,23,Apple,101,15,1
7753b49a-4488-4bca-b7d4-b3e174336eb4,control,<built-in method date of Timestamp object at 0x7fc344f90408>,4,Apple,101,6,1
9ed3c807-1fee-40fc-97df-f454f150eb93,control,<built-in method date of Timestamp object at 0x7fc344f90660>,9,Apple,101,7,1
76a7dd2e-d15d-449c-b7e7-b7377cec8566,control,<built-in method date of Timestamp object at 0x7fc344f92a98>,6,Samsung,156,15,1
639946a4-3b4c-4256-b16c-07b7cbbd3e35,control,<built-in method date of Timestamp object at 0x7fc344f93570>,3,Samsung,155,6,1
f48bd8e0-806a-4e21-97df-2b25de053f42,control,<built-in method date of Timestamp object at 0x7fc344f93a98>,20,Apple,101,15,1
fa23fb49-6e10-47b5-928e-913ce5195b6e,control,<built-in method date of Timestamp object at 0x7fc344f95660>,20,Apple,101,7,1
1f3002cb-3b19-48b8-a7b7-a90db557eb24,control,<built-in method date of Timestamp object at 0x7fc344f956d8>,21,Google,101,6,1
02bb9e58-0737-4ec3-8143-4b49bce9ce3c,control,<built-in method date of Timestamp object at 0x7fc344f95c78>,18,Apple,178,7,1
e111f734-a4f5-4ffb-91a2-2a83943230e5,control,<built-in method date of Timestamp object at 0x7fc344f9a480>,2,Apple,101,7,1
db116443-c0f8-4426-8f10-8b4ac8ef885d,control,<built-in method date of Timestamp object at 0x7fc344f9b480>,0,Apple,101,7,1
bdb13249-9599-44c0-8773-fa05809045ac,control,<built-in method date of Timestamp object at 0x7fc344f9c048>,4,Apple,178,7,1
39960993-9892-4f48-a3a3-1846ba054678,control,<built-in method date of Timestamp object at 0x7fc344f9f408>,4,Apple,178,7,1
e0be7b69-d7dc-42ea-940c-56885c337701,control,<built-in method date of Timestamp object at 0x7fc344fa00c0>,4,Apple,101,15,1
8bf0aabb-85d8-47ab-ad8e-6290dec6934f,control,<built-in method date of Timestamp object at 0x7fc344fa01b0>,22,Apple,101,7,1
9fb37dc3-a2a4-4c14-9607-a2dc5920ea50,control,<built-in method date of Timestamp object at 0x7fc344fa0228>,4,Apple,101,15,1
fdfd5888-a6a1-446b-8f4c-d3cae60bacbd,control,<built-in method date of Timestamp object at 0x7fc344fa3228>,7,Google,101,6,1
e2b7582e-c9fe-4e00-8b78-74993c031c25,control,<built-in method date of Timestamp object at 0x7fc344fa4a20>,16,Apple,101,15,1
e136be0d-2a46-40af-9705-8c134091de3b,control,<built-in method date of Timestamp object at 0x7fc344fa5408>,5,Apple,101,6,1
0c5a50c7-67bb-4746-b199-afea451aaa91,control,<built-in method date of Timestamp object at 0x7fc344f26138>,22,Samsung,162,6,1
6c76d6f3-b02d-47fe-ae53-87c45b807557,control,<built-in method date of Timestamp object at 0x7fc344f27138>,2,Motorola,156,6,1
5b4785a9-50ea-44eb-b185-ef540dcfd89e,control,<built-in method date of Timestamp object at 0x7fc344f27570>,15,Apple,101,7,1
b6af3564-b303-47d4-aadc-fd9a4e1a32e3,control,<built-in method date of Timestamp object at 0x7fc344f294f8>,0,Apple,101,7,1
6e2b46c3-e956-4691-8d57-8f4a3fa477ad,control,<built-in method date of Timestamp object at 0x7fc344f2aa98>,0,Apple,178,7,1
a0d2f29b-7b67-466a-a4d3-a37abd253e6b,control,<built-in method date of Timestamp object at 0x7fc344f2ae58>,11,Apple,178,7,1
86e263e1-f925-448b-bf22-32751da07797,control,<built-in method date of Timestamp object at 0x7fc344f2b9a8>,11,Google,101,6,1
6db89da3-d6b8-46a9-8a7c-2a658ac187f5,control,<built-in method date of Timestamp object at 0x7fc344f30b10>,16,Motorola,156,6,1
65e959ac-b73e-4ae8-a648-890c848de011,control,<built-in method date of Timestamp object at 0x7fc344f31390>,17,Samsung,162,6,1
a0afb354-4e7a-4043-8e1a-f290be1d6b51,control,<built-in method date of Timestamp object at 0x7fc344f326d8>,16,Samsung,101,15,1
f7e7d68c-3dbf-43e0-87ba-4e7c3157401b,control,<built-in method date of Timestamp object at 0x7fc344f37ed0>,7,Apple,101,7,1
4983dcb5-c8bd-441e-8ec4-52981b6a571f,control,<built-in method date of Timestamp object at 0x7fc344f385e8>,11,Samsung,162,6,1
abca03ed-00e2-400c-a1f1-e2492cc999b0,control,<built-in method date of Timestamp object at 0x7fc344f3b750>,13,Apple,101,15,1
a872aa0e-4ccc-4dd6-8438-886a337d3db2,control,<built-in method date of Timestamp object at 0x7fc344f3bc78>,1,Apple,178,7,1
088dbfc0-3e08-4b13-895d-80a5bb1a8829,control,<built-in method date of Timestamp object at 0x7fc344f3c9a8>,2,Samsung,155,6,1
a5762853-6a9f-4235-add5-b53877d3bd94,control,<built-in method date of Timestamp object at 0x7fc344f3e9a8>,21,Samsung,162,6,1
d2f69cfe-1174-453f-a5e9-dbf7105fb9b4,control,<built-in method date of Timestamp object at 0x7fc344f44840>,21,Apple,101,7,1
0383866b-0ad9-4f6a-8e12-f25b17aa1bb3,control,<built-in method date of Timestamp object at 0x7fc344f45048>,6,Apple,171,7,1
86ae27ca-3b10-48ba-bec1-5a04539ef809,control,<built-in method date of Timestamp object at 0x7fc344f47228>,7,Samsung,162,6,1
dbe27211-208f-44f0-b46e-2b258caecfda,control,<built-in method date of Timestamp object at 0x7fc344f48660>,3,Apple,101,7,1
eca86688-6ce3-4aed-bd52-c3d7bb73a8b4,control,<built-in method date of Timestamp object at 0x7fc344f49e58>,14,Apple,101,7,1
d40592a7-4ca8-4cd5-b2f9-5704d1478f66,control,<built-in method date of Timestamp object at 0x7fc344f4b2a0>,1,Apple,101,7,1
2234708c-ee4e-48ec-8f05-9d60aa938f8f,control,<built-in method date of Timestamp object at 0x7fc344f4bed0>,3,HMD,156,6,1
78abc5c0-0b95-4c34-accc-817e2f683b3b,control,<built-in method date of Timestamp object at 0x7fc344f4c6d8>,6,Motorola,162,15,1
f2a5863d-494a-43ff-8457-0cc28d55dcfa,control,<built-in method date of Timestamp object at 0x7fc344f50840>,0,Vsmart,156,15,1
36495dcb-8502-4113-91bc-ce783177c8b8,control,<built-in method date of Timestamp object at 0x7fc344f51570>,1,Apple,101,7,1
297a6b16-c399-49ad-bbd3-71c3b520fee5,control,<built-in method date of Timestamp object at 0x7fc344f52930>,13,Apple,101,7,1
d50ef697-9251-4c57-a881-55d85eb85f5c,control,<built-in method date of Timestamp object at 0x7fc344f53138>,12,Apple,101,7,1
0b6a1cb5-7a59-4f58-ab9a-c582acf08337,control,<built-in method date of Timestamp object at 0x7fc344f54b88>,21,Apple,101,7,1
b93a3e02-a0bb-4a1d-bdff-2c93a183a641,control,<built-in method date of Timestamp object at 0x7fc344f55ed0>,4,Apple,101,7,1
ff1b95fe-ce3f-4123-99af-c6d8d70ef3a1,control,<built-in method date of Timestamp object at 0x7fc344f56318>,20,Xiaomi,162,6,1
8abbac60-289d-40bf-be29-6705f609d37e,control,<built-in method date of Timestamp object at 0x7fc344f57c00>,11,Apple,101,6,1
5d7bba54-124a-4c8a-8fe5-ee59ce2b77d9,control,<built-in method date of Timestamp object at 0x7fc344f590c0>,13,Apple,101,6,1
a8f754cd-fe51-4e5b-9c2c-d462a48e4604,control,<built-in method date of Timestamp object at 0x7fc344f59c00>,15,Samsung,155,15,1
d93b06a3-548c-458e-98c2-5dbfc3301750,control,<built-in method date of Timestamp object at 0x7fc344f5e9a8>,15,Apple,175,15,1
c3239518-9390-4bf5-a48e-87e26b0c5b5c,control,<built-in method date of Timestamp object at 0x7fc344f5f390>,16,Apple,173,7,1
bbe8ec05-5f05-4699-958e-b93642eaac61,control,<built-in method date of Timestamp object at 0x7fc344f5f7c8>,4,Apple,101,6,1
a2e91b36-84a1-4894-8dd8-02895c91d7cb,control,<built-in method date of Timestamp object at 0x7fc344f63d68>,1,Apple,101,15,1
fb2619d2-7bed-4899-9b62-3ef07431f471,control,<built-in method date of Timestamp object at 0x7fc344ee61b0>,11,Samsung,162,6,1
d667b916-4b3f-4c9d-bb3d-add957866fe4,control,<built-in method date of Timestamp object at 0x7fc344ee6480>,5,Apple,101,15,1
66f9ef70-71d4-4bb5-8a7a-be13c2966c0d,control,<built-in method date of Timestamp object at 0x7fc344ee6930>,2,Apple,178,15,1
4f932479-c823-430e-8852-59b0904b7e06,control,<built-in method date of Timestamp object at 0x7fc344ee7de0>,1,Apple,178,15,1
c043c762-beb5-4dc6-bc87-e19b9e06b368,control,<built-in method date of Timestamp object at 0x7fc344ee9c00>,23,Samsung,162,6,1
c1dd608f-ad1e-430c-9dce-79c9bb1c079b,control,<built-in method date of Timestamp object at 0x7fc344eeaa20>,11,Apple,101,15,1
62dfb9e3-c7a5-4f96-b29b-fcabfea183ef,control,<built-in method date of Timestamp object at 0x7fc344eed7c8>,5,Apple,178,7,1
b8252039-8dd2-4ba0-bd5b-c94f19e3c051,control,<built-in method date of Timestamp object at 0x7fc344eede58>,9,Apple,101,6,1
9c92e613-e03b-4e84-bf47-9829bbde0d14,control,<built-in method date of Timestamp object at 0x7fc344ef1138>,9,Apple,101,7,1
e682d5e6-c680-4edd-acc8-a45ae0605cea,control,<built-in method date of Timestamp object at 0x7fc344ef1318>,20,Motorola,162,6,1
2ec5b566-dd41-401c-8f05-2d5f860924a5,control,<built-in method date of Timestamp object at 0x7fc344ef2840>,15,Apple,101,15,1
6610c044-82bb-4631-8180-e1fe7da51525,control,<built-in method date of Timestamp object at 0x7fc344ef2ed0>,2,Apple,178,15,1
925dcd5b-c3c6-49f0-963c-528d5aaeba5f,control,<built-in method date of Timestamp object at 0x7fc344ef3e58>,17,Samsung,101,15,1
ab94d583-cf2c-40b0-a420-4d4ae4bd70a6,control,<built-in method date of Timestamp object at 0x7fc344ef4318>,16,Apple,101,7,1
e6f9af45-b856-4ab5-beee-4f91f1619679,control,<built-in method date of Timestamp object at 0x7fc344ef4480>,2,Apple,101,7,1
2fd03ebf-00e5-419e-ba14-93d4fb446934,control,<built-in method date of Timestamp object at 0x7fc344ef45e8>,14,Samsung,162,6,1
c79844ca-882b-4c31-8eb4-99e0368290de,control,<built-in method date of Timestamp object at 0x7fc344ef49a8>,21,Motorola,156,6,1
09f68900-827e-435b-9a8a-abba4898af03,control,<built-in method date of Timestamp object at 0x7fc344ef4e58>,23,Apple,101,7,1
7923ff0a-5a93-4e17-b3b9-46bad23c59b2,control,<built-in method date of Timestamp object at 0x7fc344ef8cf0>,13,Apple,101,7,1
76797658-8e5b-4c83-9437-a9bbe77e0543,control,<built-in method date of Timestamp object at 0x7fc344ef96d8>,20,Samsung,156,6,1
828562cb-fb5f-4085-900a-b2857d379165,control,<built-in method date of Timestamp object at 0x7fc344efa7c8>,18,Apple,101,15,1
595394b2-a26b-45de-9518-a6688a3fec9a,control,<built-in method date of Timestamp object at 0x7fc344efa840>,3,TCL,162,6,1
17394985-2939-48c7-aeeb-a088329732c0,control,<built-in method date of Timestamp object at 0x7fc344efccf0>,3,Apple,178,7,1
9ce2f79c-b4d1-4efe-aa6b-e7ca87dc265a,control,<built-in method date of Timestamp object at 0x7fc344efeed0>,7,Samsung,162,6,1
9e50e9f8-1555-41f3-bd12-93ae2227c072,control,<built-in method date of Timestamp object at 0x7fc344effc00>,22,Apple,101,6,1
01263310-8700-4c20-a491-42e9dda5caf0,control,<built-in method date of Timestamp object at 0x7fc344f00c00>,16,Apple,101,15,1
92281aab-73c0-45a3-ada9-d32702004433,control,<built-in method date of Timestamp object at 0x7fc344f01b10>,1,Samsung,162,6,1
3cfe604f-e885-42af-90b2-192735504e36,control,<built-in method date of Timestamp object at 0x7fc344f01d68>,9,Apple,178,7,1
146d4726-fe91-4ba6-9510-a6ac6b33715e,control,<built-in method date of Timestamp object at 0x7fc344f02840>,3,Apple,178,7,1
f67d07cc-e4eb-4e09-a8ae-7bce8ed65e87,control,<built-in method date of Timestamp object at 0x7fc344f03c00>,11,Apple,101,7,1
dca7bc5e-6198-4632-9697-f65722683036,control,<built-in method date of Timestamp object at 0x7fc344f06c78>,5,Apple,173,7,1
2a48a3fc-1e85-4f4c-bf8a-6a095cb7a4cf,control,<built-in method date of Timestamp object at 0x7fc344f08480>,16,Apple,101,7,1
348b5f7c-b3a7-440e-853f-1e1fc50500ba,control,<built-in method date of Timestamp object at 0x7fc344f08c78>,12,Apple,101,7,1
2cb14310-416f-4ca9-9e21-c594bf4ae081,control,<built-in method date of Timestamp object at 0x7fc344f08e58>,17,Apple,178,6,1
47b7cfc0-b08e-4e70-8c4a-2600e57f776e,control,<built-in method date of Timestamp object at 0x7fc344f0d7c8>,3,Samsung,162,6,1
88d5aa96-b705-4db4-a6a6-265fb41e14b5,control,<built-in method date of Timestamp object at 0x7fc344f0dde0>,9,Apple,101,7,1
92c6fea4-b71c-41b7-908e-6e7821563a0d,control,<built-in method date of Timestamp object at 0x7fc344f0f8b8>,10,Samsung,162,6,1
b6662b75-79a2-4edb-a041-7af4a2d0bce5,control,<built-in method date of Timestamp object at 0x7fc344f0ff48>,21,Apple,101,15,1
852f00ec-685c-4827-a0b2-e8058f878f1c,control,<built-in method date of Timestamp object at 0x7fc344f101b0>,1,Apple,101,7,1
31f6aa11-b0a3-41f8-b819-57b4a464935f,control,<built-in method date of Timestamp object at 0x7fc344f10750>,18,Apple,101,6,1
bee7f7a6-7e76-4cf0-9572-9d01ebe7c97e,control,<built-in method date of Timestamp object at 0x7fc344f12de0>,6,Apple,101,7,1
7d8f4357-2cf9-479a-a926-b70021ed1226,control,<built-in method date of Timestamp object at 0x7fc344f12e58>,11,Apple,101,7,1
a67b3117-1c1b-4609-8084-7bd9645a1ce5,control,<built-in method date of Timestamp object at 0x7fc344f146d8>,5,Samsung,162,15,1
e9236566-118f-4d9e-a1f8-0896f31273d3,control,<built-in method date of Timestamp object at 0x7fc344f14c00>,3,Samsung,162,6,1
d2986e39-df2f-4ca1-8998-491c03e66937,control,<built-in method date of Timestamp object at 0x7fc344f15f48>,12,Apple,101,7,1
a7d9b2c4-5ef3-418d-93b1-212491da5ccc,control,<built-in method date of Timestamp object at 0x7fc344f187c8>,20,Apple,101,7,1
c0e68687-8f28-49d6-b503-e2c1ad2ad3ce,control,<built-in method date of Timestamp object at 0x7fc344f190c0>,20,Apple,101,7,1
3906b2ab-cf19-4e4d-af3f-0a3ae3dcf263,control,<built-in method date of Timestamp object at 0x7fc344f19840>,2,Apple,101,15,1
96877453-5d8b-4645-af0d-b0c5ec4314cf,control,<built-in method date of Timestamp object at 0x7fc344f19930>,10,Samsung,156,6,1
50d566a4-92af-4800-a802-76a48ee56c5a,control,<built-in method date of Timestamp object at 0x7fc344f1a6d8>,20,Apple,101,7,1
479d7a90-5b09-4700-9da3-32510b64c497,control,<built-in method date of Timestamp object at 0x7fc344f1aed0>,3,Apple,101,7,1
73e03a20-b411-4f35-b5c7-ff00267893cb,control,<built-in method date of Timestamp object at 0x7fc344f1b138>,5,Apple,101,7,1
7d6cf37f-64ab-451e-b031-93f478ac6d60,control,<built-in method date of Timestamp object at 0x7fc344f1c0c0>,7,Apple,101,15,1
ec600a67-472c-4335-83ff-148e0d38b69b,control,<built-in method date of Timestamp object at 0x7fc344f1f570>,4,Apple,101,15,1
4943417d-d35e-4604-956d-42007a186a77,control,<built-in method date of Timestamp object at 0x7fc344f1fa20>,10,Apple,175,7,1
f6ee6e40-0d4d-493a-9525-d6ed863e97a8,control,<built-in method date of Timestamp object at 0x7fc344f20b10>,21,Apple,101,15,1
f4533265-990e-4552-af2e-dc7c667a2c33,control,<built-in method date of Timestamp object at 0x7fc344f227c8>,6,Apple,101,15,1
c6566b3e-c86a-4cb4-a970-dd4fc95fe5dd,control,<built-in method date of Timestamp object at 0x7fc344f23ed0>,19,Apple,101,15,1
4694b4a9-8726-40b9-8c8c-8fc9f298b4f2,control,<built-in method date of Timestamp object at 0x7fc344f24048>,10,Apple,101,7,1
516c0732-cd51-4d7a-976d-5a2d6e803ada,control,<built-in method date of Timestamp object at 0x7fc344ea6a20>,12,Apple,101,7,1
b9edc123-4790-43df-a210-f4f41a11ce72,control,<built-in method date of Timestamp object at 0x7fc344ea76d8>,20,Apple,101,15,1
c1548c48-097f-49b9-8626-ea8405b941b1,control,<built-in method date of Timestamp object at 0x7fc344ea87c8>,10,Apple,101,7,1
ac60b893-c20b-404e-b682-cdeb3b9e7276,control,<built-in method date of Timestamp object at 0x7fc344ea90c0>,16,Apple,178,15,1
df2992dc-075d-4305-9c2f-57d92d82c62a,control,<built-in method date of Timestamp object at 0x7fc344eac390>,14,Samsung,162,6,1
d2b3a29a-2779-40b5-b14b-c486ff550d95,control,<built-in method date of Timestamp object at 0x7fc344ead1b0>,2,Apple,101,15,1
63f246d7-d3ee-4340-afe8-52fabaf05882,control,<built-in method date of Timestamp object at 0x7fc344eae6d8>,3,Apple,101,6,1
e321eab9-4352-4efa-aa40-4d5435397f31,control,<built-in method date of Timestamp object at 0x7fc344eb0c78>,20,Samsung,155,15,1
a40c395d-e763-4cd9-bc00-fab8d6c78c74,control,<built-in method date of Timestamp object at 0x7fc344eb3930>,2,Apple,101,7,1
f794ed93-0e48-4c2e-bd26-af38d2953653,control,<built-in method date of Timestamp object at 0x7fc344eb4cf0>,1,Apple,101,7,1
6a60c972-1bdb-4ad5-a255-d04ddb8035c0,control,<built-in method date of Timestamp object at 0x7fc344eb68b8>,19,Apple,101,15,1
59a5079c-4190-4d42-a6b0-a81f9be73cf0,control,<built-in method date of Timestamp object at 0x7fc344eb7750>,15,Apple,175,7,1
d8b88f4b-db10-4f20-8496-99b9b253d1ef,control,<built-in method date of Timestamp object at 0x7fc344eb9750>,18,Samsung,162,6,1
1b187127-ca91-4a7f-93f6-32bdaea2d5f0,control,<built-in method date of Timestamp object at 0x7fc344eba0c0>,19,Apple,101,7,1
cbfaa2e9-516f-43f3-9187-ccbeccede87b,control,<built-in method date of Timestamp object at 0x7fc344ebb318>,22,Apple,178,7,1
477eee0b-1754-4555-8f38-30f41af9c34d,control,<built-in method date of Timestamp object at 0x7fc344ebc4f8>,0,Samsung,155,6,1
3d744c51-e94a-4243-8793-dcea680b9d5e,control,<built-in method date of Timestamp object at 0x7fc344ebd228>,19,Apple,101,7,1
19a6df15-2402-4616-9fcc-703ce6145d63,control,<built-in method date of Timestamp object at 0x7fc344ebd9a8>,22,Apple,101,7,1
dccf6e71-4776-41fe-8551-a679b43fc1e2,control,<built-in method date of Timestamp object at 0x7fc344ebe750>,10,Apple,101,15,1
83cc50af-2489-4c49-8ff2-862709ca62bb,control,<built-in method date of Timestamp object at 0x7fc344ebf480>,2,Apple,174,7,1
b1b2ef20-de7b-46f9-bfe6-1143b06e6452,control,<built-in method date of Timestamp object at 0x7fc344ec2480>,4,Motorola,155,6,1
d3e11e95-91e1-4ada-9af8-3d70767792ae,control,<built-in method date of Timestamp object at 0x7fc344ec3d68>,20,Apple,178,7,1
